,M Vijay,SR Watson,F du Plessis,AT Rayudu,RA Jadeja,SM Curran,MS Dhoni,DA Warner,WP Saha,JR Philippe,D Padikkal,V Kohli,AB de Villiers,S Dube,Gurkeerat Singh,CH Morris,Washington Sundar,Shubman Gill,SP Narine,KD Karthik,N Rana,EJG Morgan,AD Russell,NS Naik,PJ Cummins,Shivam Mavi,Kuldeep Yadav,YBK Jaiswal,SPD Smith,JC Buttler,SV Samson,MK Lomror,TK Curran,R Tewatia,JC Archer,S Gopal,AS Rajpoot,KL Rahul,MA Agarwal,CH Gayle,N Pooran,GJ Maxwell,DJ Hooda,CJ Jordan,RD Gaikwad,N Jagadeesan,DL Chahar,SN Thakur,Imran Tahir,RA Tripathi,PP Shaw,AM Rahane,S Dhawan,SS Iyer,MP Stoinis,AT Carey,RR Pant,SO Hetmyer,HV Patel,R Ashwin,P Dubey,K Rabada,JM Bairstow,MK Pandey,KS Williamson,PK Garg,Abhishek Sharma,Abdul Samad,Rashid Khan,Sandeep Sharma,RV Uthappa,BA Stokes,AJ Finch,AR Patel,DR Sams,degree_centrality
HV Patel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18132,0.0,0.08689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28628
DR Sams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Mishra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33313,0.0,0.28272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9157500000000001
I Sharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Dubey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avesh Khan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,PP Shaw,S Dhawan,SO Hetmyer,SS Iyer,RR Pant,AR Patel,MP Stoinis,R Ashwin,A Nortje,DA Warner,JM Bairstow,MK Pandey,Abdul Samad,V Shankar,JO Holder,PK Garg,Rashid Khan,Sandeep Sharma,KK Ahmed,Q de Kock,SA Yadav,RG Sharma,Ishan Kishan,KA Pollard,HH Pandya,RD Gaikwad,F du Plessis,AT Rayudu,D Padikkal,AJ Finch,JR Philippe,V Kohli,AB de Villiers,Washington Sundar,S Dube,UT Yadav,NA Saini,DW Steyn,YS Chahal,SR Watson,KH Pandya,NM Coulter-Nile,Shubman Gill,N Rana,RA Tripathi,KD Karthik,EJG Morgan,SP Narine,KL Nagarkoti,PJ Cummins,LH Ferguson,CV Varun,M Prasidh Krishna,AD Russell,JC Buttler,SPD Smith,SV Samson,R Tewatia,RV Uthappa,JC Archer,R Parag,TK Curran,I Udana,CH Morris,BA Stokes,KS Williamson,Abhishek Sharma,degree_centrality
SS Cottrell,0.0,0.0,0.0,0.0,0.0,0.05201,0.0,0.02023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27209,0.0,0.0,0.28546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09769
Mohammed Shami,0.09192,0.27556,0.1667,0.22624,0.0,0.0,0.14593,0.0,0.0,0.0,0.0,0.0,0.04562,0.0,0.0,0.0,0.0,0.0,0.0,0.22701,0.22448,0.14878,0.0,0.0,0.13243,0.0,0.0,0.0,0.0,0.0,0.04367,0.2503,0.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43339,0.0,0.20293,0.07619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329,0.1424,0.09945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03273,3.4071099999999994
CJ Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.17026,0.0,0.0,0.0,0.0,0.23834,0.0,0.0,0.03759,0.0,0.01954,0.0,0.0,0.26486,0.0,0.0,0.0,0.0,0.0,0.0,0.24479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08889,0.0,0.06342,0.0,0.0,0.0,0.00571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18137,0.0,0.0,1.39285
K Gowtham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18702
Ravi Bishnoi,0.0,0.0,0.0,0.0,0.15743,0.0,0.0,0.0,0.0,0.51399,0.16234,0.0,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14509,0.0,0.0,0.0,0.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.05404,0.0,0.0,0.0,0.0,0.0,0.44183,0.0,0.0,0.08009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66401
Arshdeep Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25076,0.0,0.05663,0.0,0.14721,0.0,0.00569,0.0,0.0,0.0,0.18263,0.29669,0.0,0.0,0.0,0.0,0.0,0.29286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2923
M Ashwin,0.0,0.0,0.0,0.24132,0.0,0.0,0.0,0.0,0.0,0.0,0.16219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14495,0.0,0.0,0.25396,0.06044,0.0,0.0,0.01563,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10608,0.0,0.05198,0.0,0.0,0.0,0.0,0.0,0.0,1.04875
JDS Neesham,0.03859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10711999999999999
CH Gayle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJ Maxwell,0.0,0.0,0.0,0.0,0.12015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30423
Harpreet Brar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Hooda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mujeeb Ur Rahman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,D Padikkal,AJ Finch,Gurkeerat Singh,V Kohli,AM Rahane,SS Iyer,S Dhawan,RR Pant,SO Hetmyer,MP Stoinis,AR Patel,K Rabada,R Ashwin,TU Deshpande,SR Watson,F du Plessis,AT Rayudu,MS Dhoni,SM Curran,KM Jadhav,RA Jadeja,JC Buttler,SPD Smith,SV Samson,RV Uthappa,R Parag,R Tewatia,TK Curran,S Gopal,JC Archer,JD Unadkat,AS Rajpoot,Q de Kock,RG Sharma,SA Yadav,SS Tiwary,HH Pandya,KA Pollard,KH Pandya,JM Bairstow,KS Williamson,PK Garg,DA Warner,MK Pandey,V Shankar,Abdul Samad,Rashid Khan,PP Shaw,KL Rahul,Mandeep Singh,CH Gayle,N Pooran,MA Agarwal,P Simran Singh,GJ Maxwell,BA Stokes,Kartik Tyagi,VR Aaron,RD Gaikwad,AB de Villiers,WP Saha,Mohammad Nabi,Abhishek Sharma,degree_centrality
PJ Cummins,0.0,0.0,0.0,0.0,0.05449,0.0,0.2944,0.0,0.0,0.0,0.0,0.02869,0.0,0.0,0.0,0.0,0.17653,0.0,0.0,0.0,0.0,0.0,0.34877,0.0,0.10625,0.05206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16245,0.0,0.0,0.0,0.0,0.04928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16608,0.0,0.0,0.11614,0.0,0.0,0.0,0.0,1.5551399999999997
M Prasidh Krishna,0.0,0.10215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24678,0.0,0.0,0.0,0.15846,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51209
CV Varun,0.0,0.0,0.0,0.0,0.0,0.34843,0.42438,0.22708,0.12837,0.22474,0.07023,0.0,0.0,0.0,0.22811,0.0,0.0,0.27959,0.0,0.0,0.0,0.28223,0.0,0.0,0.0,0.0,0.43861,0.0,0.0,0.09331,0.0,0.0,0.0,0.0,0.34571,0.0,0.0,0.0,0.0,0.23417,0.0,0.0,0.37071,0.0,0.0,0.0,0.0,0.0,0.50561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201280000000001
LH Ferguson,0.0,0.11792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12724,0.05203,0.20886,0.17726,0.0,0.03958,0.0,0.0,0.0,0.0,0.12593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85783
KL Nagarkoti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07201,0.03528,0.0,0.0,0.0,0.04387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33736
SP Narine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02139,0.0,0.0,0.0,0.0,0.0,0.0,0.06089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08169,0.0,0.24176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056699999999999
Shivam Mavi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20384,0.0,0.0,0.0,0.0,0.0,0.17804,0.0,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22055,0.28909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203,0.0,0.0,0.0,0.0,0.0,0.0,1.33287
AD Russell,0.2842,0.0,0.0,0.0,0.0,0.0,0.0,0.17565,0.0,0.17384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15776,0.0,0.0,0.0,0.0,0.0,0.0,0.24335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1390500000000001
Kuldeep Yadav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00453
S Sandeep Warrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Rana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Shubman Gill,RA Tripathi,N Rana,T Banton,KD Karthik,EJG Morgan,PJ Cummins,Kuldeep Yadav,LH Ferguson,Q de Kock,Ishan Kishan,SA Yadav,SS Tiwary,KH Pandya,HH Pandya,KA Pollard,DA Warner,WP Saha,MK Pandey,KS Williamson,Abhishek Sharma,JO Holder,PP Shaw,S Dhawan,AM Rahane,SS Iyer,RR Pant,MP Stoinis,KL Rahul,MA Agarwal,N Pooran,GJ Maxwell,KK Nair,JC Buttler,SPD Smith,SV Samson,RV Uthappa,MK Lomror,R Parag,R Tewatia,JC Archer,SO Hetmyer,BA Stokes,SR Watson,F du Plessis,AT Rayudu,N Jagadeesan,MS Dhoni,SM Curran,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,CH Gayle,JM Bairstow,PK Garg,V Shankar,Rashid Khan,B Kumar,Sandeep Sharma,MR Marsh,T Natarajan,AD Russell,KL Nagarkoti,CV Varun,M Prasidh Krishna,RD Gaikwad,RG Sharma,SP Goswami,degree_centrality
CH Morris,0.0,0.0,0.0,0.0,0.0,0.0,0.10459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25552,0.22759,0.0,0.0,0.0,0.0,0.0,0.08448,0.0,0.21676,0.0,0.29255,0.0,0.0,0.0,0.12202,0.15575,0.00379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01554,0.0,0.0,0.0,0.0,0.0,1.66324
Mohammed Siraj,0.0,0.24426,0.19137,0.00654,0.0,0.0,0.0,0.0,0.0,0.27325,0.0,0.0,0.05429,0.0,0.0,0.0,0.28973,0.0,0.0,0.0,0.0,0.0,0.22129,0.0,0.0,0.0,0.17748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45821
